method,metric,n_pairs,delta_mean_cfg_minus_full,delta_ci_low,delta_ci_high,p_value,effect_size_d,p_value_bh_fdr,significant_fdr_0_05
GA,linearity,4,0.0434598016925603,-0.028700265251989404,0.1278064607805987,0.49987503124218946,0.5166816554944139,1.0,False
GA,leniency,4,0.08333333333333334,0.0,0.25,1.0,0.5773502691896257,1.0,False
GA,progression_complexity,4,-0.03372173470117652,-0.06853307880008189,0.0010896093977288412,0.385153711572107,-0.9499604089666185,1.0,False
GA,topology_complexity,4,-0.016717491895675465,-0.05256856739201535,0.019133583600664417,0.5083729067733067,-0.4609518540727245,1.0,False
GA,path_length,4,1.25,-1.0,3.5,0.6223444138965258,0.502518907629606,1.0,False
GA,num_nodes,4,0.5,-2.0,2.5,0.7535616095976005,0.22941573387056174,1.0,False
GA,repair_applied,4,0.0,0.0,0.0,1.0,0.0,1.0,False
GA,generation_constraint_rejections,4,0.0,0.0,0.0,1.0,0.0,1.0,False
GA,candidate_repairs_applied,4,0.0,0.0,0.0,1.0,0.0,1.0,False
GA,novelty_vs_reference,4,0.0025841003041905744,-0.04929287269475247,0.03699310001044212,1.0,0.05523706598825253,1.0,False
GA,graph_edit_distance,4,-0.0023724206224832907,-0.01901775854505779,0.014272917300091208,0.8775306173456636,-0.13895816947275458,1.0,False
GA,generation_time_sec,4,-0.17320901155471802,-0.24195468425750732,-0.11924749612808228,0.12971757060734818,-2.8592762705510304,1.0,False
MAP_ELITES,fitness,4,-0.086467544937327,-0.17388613839447914,0.0006640931441117548,0.3889027743064234,-0.893501096733706,1.0,False
MAP_ELITES,feasible,4,0.0,0.0,0.0,1.0,0.0,1.0,False
MAP_ELITES,overall_completeness,4,0.0,0.0,0.0,1.0,0.0,1.0,False
MAP_ELITES,constraint_valid,4,0.0,0.0,0.0,1.0,0.0,1.0,False
MAP_ELITES,linearity,4,-0.0352992081148366,-0.06371828486678319,-0.004976958525345639,0.2519370157460635,-1.105697065055987,1.0,False
MAP_ELITES,leniency,4,-0.06666666666666665,-0.30000000000000004,0.10000000000000006,1.0,-0.3333333333333332,1.0,False
MAP_ELITES,progression_complexity,4,0.007019563692583386,0.000835958892017985,0.01369985172027599,0.12496875781054737,0.9982717598966595,1.0,False
MAP_ELITES,topology_complexity,4,0.00664577442286976,-0.021381746001129714,0.034673294846869235,0.8695326168457885,0.22280786563713428,1.0,False
MAP_ELITES,path_length,4,-0.75,-2.25,0.5,0.7425643589102724,-0.50709255283711,1.0,False
MAP_ELITES,num_nodes,4,0.75,-4.0,7.25,1.0,0.13429844431075358,1.0,False
MAP_ELITES,repair_applied,4,0.0,0.0,0.0,1.0,0.0,1.0,False
MAP_ELITES,generation_constraint_rejections,4,0.0,0.0,0.0,1.0,0.0,1.0,False
MAP_ELITES,candidate_repairs_applied,4,0.0,0.0,0.0,1.0,0.0,1.0,False
MAP_ELITES,novelty_vs_reference,4,0.01928525940512671,-0.0013196848383288115,0.034763219156685565,0.2571857035741065,1.0657306234135369,1.0,False
MAP_ELITES,graph_edit_distance,4,-0.004819736635243739,-0.030927175325842923,0.009692307692307698,1.0,-0.21058633099184548,1.0,False
MAP_ELITES,generation_time_sec,4,0.2947448492050171,0.12601792812347412,0.553839385509491,0.12971757060734818,1.274157734578765,1.0,False
