config,metric,n_pairs,delta_mean_cfg_minus_full,delta_ci_low,delta_ci_high,p_value,effect_size_d,p_value_bh_fdr,significant_fdr_0_05
TOPO_LIGHTWEIGHT,solvable,2,0.0,0.0,0.0,1.0,0.0,1.0,False
TOPO_LIGHTWEIGHT,confusion_index,2,0.0,0.0,0.0,1.0,0.0,1.0,False
TOPO_LIGHTWEIGHT,path_optimal,2,0.0,0.0,0.0,1.0,0.0,1.0,False
TOPO_LIGHTWEIGHT,tile_prior_kl,2,1.4338169909924963,1.3916849745628102,1.4759490074221824,0.501124718820295,34.031530235097705,1.0,False
TOPO_LIGHTWEIGHT,graph_edit_distance,2,0.0,0.0,0.0,1.0,0.0,1.0,False
TOPO_LIGHTWEIGHT,generation_time_sec,2,-1.846716046333313,-3.054020643234253,-0.639411449432373,0.5113721569607598,-1.5296189967914429,1.0,False
TOPO_LIGHTWEIGHT,novelty,2,0.0,0.0,0.0,1.0,0.0,1.0,False
TOPO_LIGHTWEIGHT,reconstruction_error,2,-0.07670454545454547,-0.19886363636363635,0.045454545454545414,1.0,-0.6279069767441863,1.0,False
TOPO_LIGHTWEIGHT,constraint_valid,2,0.0,0.0,0.0,1.0,0.0,1.0,False
TOPO_LIGHTWEIGHT,room_repair_rate,2,-0.13392857142857142,-0.14285714285714285,-0.125,0.4833791552111972,-15.000000000000007,1.0,False
TOPO_LIGHTWEIGHT,tiles_repaired,2,-169.0,-169.0,-169.0,0.501124718820295,0.0,1.0,False
TOPO_LIGHTWEIGHT,topology_representable_edge_rate,2,0.0,0.0,0.0,1.0,0.0,1.0,False
TOPO_LIGHTWEIGHT,topology_edge_connection_recall,2,0.0,0.0,0.0,1.0,0.0,1.0,False
TOPO_LIGHTWEIGHT,topology_phantom_connection_rate,2,0.0,0.0,0.0,1.0,0.0,1.0,False
TOPO_LIGHTWEIGHT,topology_preservation_score,2,0.0,0.0,0.0,1.0,0.0,1.0,False
TOPO_LIGHTWEIGHT,directed_representable_edge_rate,2,0.0,0.0,0.0,1.0,0.0,1.0,False
TOPO_LIGHTWEIGHT,directed_edge_realization_rate,2,0.0,0.0,0.0,1.0,0.0,1.0,False
TOPO_LIGHTWEIGHT,directed_directionality_leak_rate,2,0.0,0.0,0.0,1.0,0.0,1.0,False
TOPO_LIGHTWEIGHT,directed_edge_preservation_score,2,0.0,0.0,0.0,1.0,0.0,1.0,False
